Título,URL,Procesado,Nota,Votos,Año,Reparto,Director,Compañías,Coproducción,Géneros,Premios,Presupuesto,Ingresos,Protagonistas
Besos de gato,https://www.filmaffinity.com/es/film642637.html,Sí,4.6,1250.0,2003-01-01,"['Juanjo Puigcorbé', 'Leticia Dolera', 'Imanol Arias', 'Antonio Resines', 'José Sancho', 'Antonio Dechent', 'Lola Marceli', 'Ruth Gabriel', 'David Carrillo', 'Antonio Barroso', 'Paco Hidalgo']",['Rafael Alcázar'],['Blue Legend Productions S.L'],[],['Drama'],['2003: Festival de Málaga: Nominada a la Biznaga de Oro'],0.0,0.0,Juanjo Puigcorbé
"Amor, curiosidad, prozak y dudas",https://www.filmaffinity.com/es/film648816.html,Sí,4.6,1367.0,2001-01-01,"['Pilar Punzano', 'Guillaume Depardieu', 'Rosa Mariscal', 'Silvia Marsó', 'Nancho Novo', 'Esther Ortega', 'Paz Gómez']",['Miguel Santesmases'],['Mate Production'],[],['Drama'],['2001: Festival de Málaga: Nominada a la Biznaga de Oro. Mención Especial'],0.0,0.0,Pilar Punzano
La reina de España,https://www.filmaffinity.com/es/film853512.html,Sí,4.6,3744.0,2016-01-01,"['Penélope Cruz', 'Antonio Resines', 'Jorge Sanz', 'Javier Cámara', 'Rosa María Sardà', 'Santiago Segura', 'Chino Darín', 'Loles León', 'Mandy Patinkin', 'Neus Asensi', 'Ana Belén', 'Arturo Ripstein', 'Cary Elwes']",['Fernando Trueba'],"['Fernando Trueba P.C.', 'Atresmedia Cine']",[],"['Drama', 'Comedia', 'Secuela', 'Cine dentro del cine', 'Años 50']","['2016: Premios Goya: 5 nominaciones incluyendo Mejor actriz (Penélope Cruz)', '2017: Premios Platino: Nominada a mejor dirección artística']",11800000.0,1236731.0,Penélope Cruz
La batalla del domingo,https://www.filmaffinity.com/es/film331524.html,Sí,4.6,154.0,1963-01-01,"['Alfredo Di Stéfano', 'Isabel Garcés', 'Mary Santpere', 'Manolo Gómez Bur', 'Manuel Gil', 'Antonio Garisa', 'Paula Martel', 'Ángel de Andrés', 'Agustín González', 'Manuel Alexandre', 'Matías Prats']",['Luis Marquina'],"['Cesáreo González P.C', 'Suevia Films']",[],"['Drama', 'Biográfico', 'Deporte', 'Fútbol']",[],0.0,0.0,Alfredo Di Stéfano
La vida perra de Juanita Narboni,https://www.filmaffinity.com/es/film233004.html,Sí,4.6,163.0,2005-01-01,"['Mariola Fuentes', 'Salima BenMoumen', 'Lou Doillon', 'Chete Lera', 'Nabila Baraka']",['Farida Benlyazid'],"['ZAP Producciones', 'Tingitania Films']",['España-Marruecos'],"['Drama', 'Comedia']",['2005: Festival de San Sebastián: Nominada a la Concha de Oro'],0.0,0.0,Mariola Fuentes
Aita,https://www.filmaffinity.com/es/film975529.html,Sí,4.6,259.0,2009-01-01,['No se encontró información de reparto'],['José María de Orbe'],['Eddie Saeta S.A'],[],['Drama'],['2010: San Sebastián: Mejor fotografía (Jimmy Gimferrer)'],0.0,0.0,No se encontró información de reparto
Contando ovejas,https://www.filmaffinity.com/es/film872691.html,Sí,4.6,326.0,2022-01-01,"['Natalia de Molina', 'Eneko Sagardoy', 'Juan Grandinetti', 'Consuelo Trujillo', 'María Fernanda Valera', 'Alfonso Lara', 'Manolo Solo', 'Julián Villagrán', 'José Luis García Pérez', 'Luis Sacristán', 'Sergio Dorado', 'Juan Serrato']",['José Corral Llorente'],"['Aquí y Allí Films', 'Lanube Películas', 'Wanka Cine']",[],"['Comedia', 'Drama', 'Comedia negra']",[],0.0,0.0,Natalia de Molina
Amores locos,https://www.filmaffinity.com/es/film634939.html,Sí,4.6,333.0,2009-01-01,"['Eduard Fernández', 'Irene Visedo', 'Marta Belaustegui', 'Marisa Paredes', 'Carlos Hipólito', 'Cuca Escribano', 'Eva Pallarés', 'Javier Lago', 'Emma Caballero', 'Josean Bengoetxea']",['Beda Docampo Feijóo'],['Iroko Films'],[],"['Romance', 'Drama', 'Drama romántico']",[],0.0,0.0,Eduard Fernández
La desvida,https://www.filmaffinity.com/es/film956716.html,Sí,4.6,435.0,2021-01-01,"['Julio Perillán', 'Tábata Cerezo', 'Telmo Yago']",['Agustín Rubio'],['EOC Producciones Cinematográficas'],[],"['Drama', 'Terror']",[],0.0,0.0,Julio Perillán
Asesinato en el Comité Central,https://www.filmaffinity.com/es/film695496.html,Sí,4.6,505.0,1981-01-01,"['Patxi Andión', 'Victoria Abril', 'Héctor Alterio', 'Conrado San Martín', 'José Vivó', 'Miguel Rellán', 'José Cerro', 'Juan José Otegui', 'José Albiach', 'Palmiro Aranda', 'Concha Leza', 'Miguel Palenzuela', 'Juan Jesús Valverde', 'Rosa María Mateo']",['Vicente Aranda'],"['Morgana Films', 'Lolafilms', 'Acuarius Films', 'Impala', 'Warner Bros. España']",[],"['Intriga', 'Drama', 'Policíaco', 'Política']",[],0.0,185916.0,Patxi Andión
¡Excusas!,https://www.filmaffinity.com/es/film559475.html,Sí,4.6,771.0,2003-01-01,"['Joel Joan', 'Jordi Sánchez', 'Àgata Roca', 'Clara Segura', 'Brendan Price', 'Mar Colàs', 'Josep Julien', 'Jordi Banacolocha', 'Carles Flavia', 'Daniela Feixas']",['Joel Joan'],"['Arriska Films', 'Imposible Films']",[],['Comedia'],[],0.0,0.0,Joel Joan
La hora fría,https://www.filmaffinity.com/es/film228562.html,Sí,4.6,1755.0,2006-01-01,"['Silke', 'Carola Manzanares', 'Jorge Casalduero', 'Omar Muñoz', 'Nadia de Santiago', 'Julio Perillán', 'Pepo Oliva', 'Pablo Scola', 'Sergio Villanueva', 'Marco González']",['Elio Quiroga'],['Eqlipse P.C'],[],"['Ciencia ficción', 'Fantástico', 'Terror', 'Zombis']",['2006: Festival de Sitges: Sección oficial largometrajes a concurso'],0.0,0.0,Silke
La pasión turca,https://www.filmaffinity.com/es/film334586.html,Sí,4.6,8561.0,1994-01-01,"['Ana Belén', 'Georges Corraface', 'Sílvia Munt', 'Laura Mañá', 'Ramon Madaula', 'Loles León', 'Francis Lorenzo', 'Blanca Apilánez', 'Helio Pedregal', 'Güzin Özipek', 'Rasim Oztekin', 'Patrick Guillemin', 'Juan Gea']",['Vicente Aranda'],"['Lolafilms', 'Cartel', 'Sogepaq']",[],"['Drama', 'Erótico']","['1994: Premios Goya: Mejor música y dirección de producción. 12 nominaciones', '1995: Festival de Moscú: Selección de largometrajes a concurso']",0.0,3777141.0,Ana Belén
Huidos,https://www.filmaffinity.com/es/film477140.html,Sí,4.6,107.0,1993-01-01,"['Tito Valverde', 'Sara Mora', 'Uxía Blanco', 'Sancho Gracia', 'Fernando Vivanco', 'Javier Bardem', 'Francis Lorenzo', 'Esther del Prado', 'Lola Baldrich', 'Ernesto Chao', 'Xosé Manuel Olveira', 'Aitor Merino', 'Rodolfo Montero']",['Sancho Gracia'],['S.G. Producciones Cinematograficas'],[],"['Drama', 'Bélico', 'Guerra Civil Española']",[],0.0,0.0,Tito Valverde
Renacer (Reborn),https://www.filmaffinity.com/es/film325386.html,Sí,4.6,126.0,1981-01-01,"['Dennis Hopper', 'Michael Moriarty', 'Francisco Rabal', 'Antonella Murgia', 'Kit Massengill', 'Xabier Elorriaga', 'Robert Dunn', 'Jo Perkins', 'Charles Bacarisse', 'Leslie Cox']",['Bigas Luna'],['Diseno y Produccion De Films'],[],"['Drama', 'Fantástico']",[],0.0,0.0,Dennis Hopper
Lola la piconera,https://www.filmaffinity.com/es/film793987.html,Sí,4.6,147.0,1951-01-01,"['Juanita Reina', 'Virgilio Teixeira', 'Manuel Luna', 'Fernando Nogueras', 'Félix Dafauce', 'Fernando Fernández de Córdoba', 'Alberto Romea', 'Ana Esmeralda', 'Arturo Marín', 'José Miguel Toledano', 'Nicolás Perchicot', 'Antonio Riquelme', 'Miguel Pastor Mata']",['Luis Lucia'],['CIFESA'],[],"['Drama', 'Guerra de la Independencia Española', 'Siglo XIX']",[],0.0,0.0,Juanita Reina
El dinero tiene miedo,https://www.filmaffinity.com/es/film386641.html,Sí,4.6,182.0,1970-01-01,"['Tony Leblanc', 'Mauricio Garcés', 'Manolo Gómez Bur', 'Rosanna Yanni', 'Jesús Puente', 'Puri Villa', 'Antonio Ferrandis', 'María Luisa Ponte', 'Agustín González']",['Pedro Lazaga'],"['Diana Films', 'Pedro Masó']",['España-México'],['Comedia'],[],0.0,0.0,Tony Leblanc
La luna en botella,https://www.filmaffinity.com/es/film814135.html,Sí,4.6,191.0,2007-01-01,"['Federico Luppi', 'Joan Dalmau', 'Edu Soto', 'Bárbara Goenaga', 'Dominique Pinon', 'Pep Jové', 'Leigh Zimmerman', 'Michael Jenn', 'María Elena Flores', 'Francisco Algora', 'Javier Mejía', 'Usun Yoon', 'Veronica Pastrana', 'Richard Collins-Moore', 'Marina Herrero']",['Eduardo Grojo'],"['Sogecine', 'Ikiru Films', 'Zephyr Films']",['España-Reino'],['Drama'],[],0.0,0.0,Federico Luppi
El juego más divertido,https://www.filmaffinity.com/es/film594562.html,Sí,4.6,381.0,1987-01-01,"['Victoria Abril', 'Antonio Valero', 'Antonio Resines', 'Maribel Verdú', 'Santiago Ramos', 'El Gran Wyoming', 'Manuel de Blas', 'Diana Peñalver', 'Nancho Novo', 'Juan de Pablos', 'Ricard Borrás', 'Miguel Rellán', 'Alberto Delgado']",['Emilio Martínez-Lázaro'],"['Producciones Kaplan', 'RTVE']",[],['Comedia'],[],0.0,479650.0,Victoria Abril
Los Reyes Magos: La verdad,https://www.filmaffinity.com/es/film232666.html,Sí,4.6,381.0,2022-01-01,"['Camila Viyuela', 'Mauro Muñiz de Urquiza', 'Javier Carramiñana', 'Pedro Gutiérrez', 'Gorka Aguinagalde', 'Almar G. Sato', 'Paula Iwasaki', 'Lorenzo Caprile', 'Almudena Cid', 'Jordi Hurtado', 'Esty Quesada', 'Rozalén', 'Santiago Nogués', 'Daniel Ortiz']",['Víctor García León'],"['Onza Entertainment', 'Amazon Prime Video']",[],"['Comedia', 'Navidad', 'Falso documental']",[],0.0,0.0,Camila Viyuela
El club de los buenos infieles,https://www.filmaffinity.com/es/film640251.html,Sí,4.6,1430.0,2017-01-01,"['Fele Martínez', 'Jordi Vilches', 'Hovik Keuchkerian', 'Raúl Fernández', 'Eszter Tompa', 'Juan Manuel Cifuentes', 'Albert Ribalta', 'Adrián Lastra']",['Lluís Segura'],"['WKND', 'Casual Films', 'Escándalo Films']",[],['Comedia'],[],0.0,0.0,Fele Martínez
"Espejo, espejo",https://www.filmaffinity.com/es/film401639.html,Sí,4.6,1815.0,2022-01-01,"['Malena Alterio', 'Santi Millán', 'Natalia de Molina', 'Carlos Areces', 'Carlos Bardem', 'Betsy Túrnez', 'María Adánez', 'Toni Acosta', 'Loles León', 'Verónica Forqué', 'Tito Valverde', 'Xesc Cabot', 'Itziar Lazkano']",['Marc Crehuet'],['Rodar y Rodar'],[],"['Comedia', 'Comedia dramática', 'Drama psicológico']",[],0.0,0.0,Malena Alterio
Nowhere,https://www.filmaffinity.com/es/film332569.html,Sí,4.6,121.0,2002-01-01,"['Jorge Perugorría', 'Leonardo Sbaraglia', 'Harvey Keitel', 'Luigi Maria Burruano', 'Fernando Guillén Cuervo', 'Laura Mañá', 'Ángela Molina']",['Luis Sepúlveda'],"['Castelao Productions', 'Patagonik', 'Surf Film']",['España-Argentina-Italia'],"['Drama', 'Comedia', 'Años 80']",['2002: Festival de Málaga: Nominada a la Biznaga de Oro'],0.0,0.0,Jorge Perugorría
El niño es nuestro,https://www.filmaffinity.com/es/film286631.html,Sí,4.6,143.0,1973-01-01,"['María Isabel Álvarez', 'Francisco Villa', 'Manuel Luis Martín', 'Beatriz Galbó', 'José Rodríguez', 'Luis A. de la Peña', 'Joaquín Goma']",['Manuel Summers'],"['Impala', 'Kalender Films Internacional S.A']",[],"['Comedia', 'Adolescencia', 'Secuela']",[],0.0,0.0,María Isabel Álvarez
Al otro lado del espejo,https://www.filmaffinity.com/es/film675876.html,Sí,4.6,165.0,1973-01-01,"['Emma Cohen', 'Philippe Lemaire', 'Françoise Brion', 'Alice Arno', 'Howard Vernon', 'Robert Woods', 'Simón Andreu', 'Carmen Carbonell', 'Jesús Franco', 'Ramiro Oliveros', 'Lina Romay']",['Jesús Franco'],"['Producciones Cinematográficas Orfeo', 'Comptoir Français du Film Production']",[],['Terror'],[],0.0,0.0,Emma Cohen
Alma de Dios,https://www.filmaffinity.com/es/film634483.html,Sí,4.6,171.0,1941-01-01,"['Amparo Rivelles', 'Guadalupe Muñoz Sampedro', 'Manuel González', 'Luis Prendes', 'José Isbert', 'Pilar Soler', 'Paco Martínez Soria', 'Carlos Larrañaga', 'Teresa Idel', 'José Acuaviva', 'Trini Borrull', 'Matilde Artero', 'Juan Barajas', 'Miguel García']",['Ignacio F. Iquino'],"['CIFESA', 'Producciones Campa']",[],['Drama'],[],0.0,0.0,Amparo Rivelles
Bajo en nicotina,https://www.filmaffinity.com/es/film733684.html,Sí,4.6,208.0,1984-01-01,"['Óscar Ladoire', 'Sílvia Munt', 'Antonio Resines', 'Assumpta Serna', 'Francisco Cecilio', 'Luis Ciges', 'Chus Lampreave', 'Emilio Siegrist', 'Guillermo Montesinos', 'Paloma Siles', 'Emilio Fornet', 'Antonio Requena', 'María Jesús Hoyos']",['Raúl Artigot'],['Venus Producción S.A'],[],['Comedia'],[],0.0,0.0,Óscar Ladoire
Beatriz,https://www.filmaffinity.com/es/film444825.html,Sí,4.6,218.0,1976-01-01,"['Carmen Sevilla', 'Nadiuska', 'Jorge Rivero', 'Sandra Mozarowsky', 'José Sacristán', 'Eduardo Bea', 'Elsa Zabala', 'Jose Lifante', 'Juan Antonio Peral', 'Oscar Martín', 'Pedro Luis Lavilla', 'Sandalio Hernández']",['Gonzalo Suárez'],['Lotus Films'],[],['Drama'],[],0.0,0.0,Carmen Sevilla
Préstame quince días,https://www.filmaffinity.com/es/film452417.html,Sí,4.6,218.0,1971-01-01,"['Concha Velasco', 'Alfredo Landa', 'José Luis López Vázquez', 'Gracita Morales', 'Lola Gaos', 'Jesús Guzmán', 'Erasmo Pascual', 'Mirta Miller', 'Rafael Hernández', 'Santiago Rivero', 'Álvaro de Luna']",['Fernando Merino'],['Atlántida Films'],[],['Comedia'],[],0.0,0.0,Concha Velasco
No somos de piedra,https://www.filmaffinity.com/es/film441717.html,Sí,4.6,243.0,1968-01-01,"['Alfredo Landa', 'Laly Soldevila', 'Ingrid Garbo', 'José Luis Coll']",['Manuel Summers'],"['Eco Films', 'Kalender Films Internacional S.A']",[],['Comedia'],[],0.0,0.0,Alfredo Landa
Las autonosuyas,https://www.filmaffinity.com/es/film891527.html,Sí,4.6,584.0,1983-01-01,"['Alfredo Landa', 'María Casanova', 'Manolo Codeso', 'Antonio Garisa', 'José Bódalo', 'Ismael Merlo', 'Mary Paz Pondal', 'Fernando Sancho', 'Ángel de Andrés', 'Tomás Blanco', 'Alfonso del Real', 'Elvira Quintilla', 'Adrián Ortega']",['Rafael Gil'],"['Filmayer Producción', 'Coral P.C']",[],"['Comedia', 'Sátira']",[],0.0,0.0,Alfredo Landa
"Señor, dame paciencia",https://www.filmaffinity.com/es/film928908.html,Sí,4.6,9023.0,2017-01-01,"['Jordi Sánchez', 'Megan Montaner', 'Eduardo Casanova', 'Silvia Alonso', 'Salva Reina', 'Boré Buika', 'David Guapo', 'Rossy de Palma', 'Paco Tous', 'Andrés Velencoso', 'Antonio Dechent', 'Diego Paris', 'Raúl Jiménez']",['Álvaro Díaz Lorenzo'],"['Atresmedia Cine', 'Canal Sur', 'DLO Producciones', 'Maestranza Films']",[],"['Comedia', 'Drama', 'Familia', 'Comedia dramática', 'Homosexualidad']",['2017: Festival de Málaga: Sección Oficial Largometrajes (Fuera de concurso)'],4600000.0,7315040.0,Jordi Sánchez
La rubia del bar,https://www.filmaffinity.com/es/film528885.html,Sí,4.6,127.0,1986-01-01,"['Enric Majó', 'Nuria Hosta', 'Loles León', 'Ramoncín', 'Pepe Martín', 'Carme Sansa', 'Manuel Veiga', 'Mary Santpere', 'Daniel Medrán']",['Ventura Pons'],"['Els Films de la Rambla', 'LaurenFilm S.A']",[],"['Comedia', 'Drama']",[],0.0,0.0,Enric Majó
Sor Ye-yé,https://www.filmaffinity.com/es/film875697.html,Sí,4.6,193.0,1968-01-01,"['Hilda Aguirre', 'Manuel Gil', 'Enrique Guzmán', 'Sara García', 'Carmen Montejo', 'Lina Canalejas', 'José Gálvez', 'Ofelia Guilmáin', 'Benito Ibarra', 'Adriana Roel', 'Margot Cottens', 'Norma Mora', 'Enrique García Álvarez']",['Ramón Fernández'],"['Aspa Producciones Cinematográficas S.A', 'Ízaro Films', 'Cinematográfica Filmex S.A']",['España-México'],"['Comedia', 'Musical']",[],0.0,202551.0,Hilda Aguirre
La loba y la paloma,https://www.filmaffinity.com/es/film684305.html,Sí,4.6,214.0,1974-01-01,"['Aldo Sambrell', 'Carmen Sevilla', 'Donald Pleasence', 'José Jaspe', 'Michael Dunn', 'Muriel Catalá']",['Gonzalo Suárez'],['Eguiluz Films'],[],"['Drama', 'Drama psicológico']",[],0.0,0.0,Aldo Sambrell
El último tren al rock'n'roll,https://www.filmaffinity.com/es/film337684.html,Sí,4.6,223.0,2021-01-01,"['Adriana Galo', 'Jordi Jimeno', 'Bruno Martín', 'Javier Martínez', 'Mbaka Oko', 'Isaac Pérez', 'Daniel Serra', 'Sergi Estella', 'Alberto Trejo']",['Ignacio Malagón'],['La Lombarda Films'],[],"['Comedia', 'Música']",[],0.0,0.0,Adriana Galo
Asesinos inocentes,https://www.filmaffinity.com/es/film111055.html,Sí,4.6,1184.0,2015-01-01,"['Maxi Iglesias', 'Aura Garrido', 'Manolo Solo', 'Luis Fernández', 'Javier Hernández', 'Miguel Ángel Solá', 'Vicente Romero', 'Carlos Álvarez-Novoa', 'Teresa Arbolí', 'Alvar Gordejuela', 'Miguel Ángel Luque', 'Cristina Mediero']",['Gonzalo Bendala'],"['Canal Sur', 'ICAA', 'Junta de Andalucía']",[],"['Thriller', 'Crimen']",['2015: Festival de Málaga: Sección oficial largometrajes a concurso'],0.0,0.0,Maxi Iglesias
Oviedo Express,https://www.filmaffinity.com/es/film134596.html,Sí,4.6,1510.0,2007-01-01,"['Carmelo Gómez', 'Maribel Verdú', 'Aitana Sánchez-Gijón', 'Najwa Nimri', 'Bárbara Goenaga', 'Jorge Sanz', 'Alberto Jiménez', 'Silvia Marty', 'Víctor Clavijo']",['Gonzalo Suárez'],['Gonafilm'],[],"['Comedia', 'Drama', 'Romance', 'Teatro', 'Realismo mágico', 'Trenes / Metros']","['2007: Premios Goya: 7 nominaciones incluyendo Mejor guión original', '2007: Festival de Valladolid - Seminci. 1 nominación']",0.0,0.0,Carmelo Gómez
¿A quién te llevarías a una isla desierta?,https://www.filmaffinity.com/es/film623811.html,Sí,4.6,3033.0,2019-01-01,"['Pol Monen', 'Jaime Lorente', 'Andrea Ros', 'María Pedraza', 'Beatriz Arjona', 'Abril Zamora', 'Celia de Molina', 'Ignacio Mateos', 'Bea de la Cruz', 'Nico Romero']",['Jota Linares'],"['Netflix España', 'La Canica Films', 'Netflix']",['España'],"['Drama', 'Amistad']",['2019: Festival de Málaga: Sección oficial'],0.0,0.0,Pol Monen
Miamor perdido,https://www.filmaffinity.com/es/film163303.html,Sí,4.6,3340.0,2018-01-01,"['Dani Rovira', 'Michelle Jenner', 'Antonio Dechent', 'Will Shephard', 'Vito Sanz', 'Pablo Carbonell', 'Maite Sandoval', 'Daniel Pérez Prada', 'Veki G. Velilla', 'Santiago Alverú', 'Antonio Resines', 'María Hinojosa', 'Pilar Calvo Morillas']",['Emilio Martínez-Lázaro'],"['Impala', 'Caos Films', 'Discontinuo La Película', 'RTVE']",[],"['Romance', 'Comedia', 'Comedia romántica', 'Gatos']",[],0.0,0.0,Dani Rovira
The Invocation of Enver Simaku,https://www.filmaffinity.com/es/film546866.html,Sí,4.6,109.0,2018-01-01,"['Antonio de la Cruz', 'Tinka Kurti', 'Viktor Zhusti', 'Ferran Gadea', 'Margarita Xhepa', 'Piro Milkani', 'Mehmet Rexhepi', 'Lulzim Guhelli', 'Ema Andrea']",['Marco Lledó Escartín'],"['Paspop Media', 'Pegatum Transmedia', 'Marco Lledó Escartín']",[],"['Terror', 'Intriga']","['', '2018: Festival de Sitges. 1 nominación']",0.0,0.0,Antonio de la Cruz
Congreso en Sevilla,https://www.filmaffinity.com/es/film830256.html,Sí,4.6,147.0,1955-01-01,"['Carmen Sevilla', 'Fernando Fernán Gómez', 'Manolo Morán', 'Fernando Nogueras', 'Carlos Casaravilla', 'Katie Rolfsen', 'Nicolás Perchicot', 'Gustavo Re', 'Manolo Gómez Bur', 'Teófilo Palou', 'Juan Cortés', 'Domingo Rivas', 'Aníbal Vela', 'José Isbert']",['Antonio Román'],['Producciones DIA'],[],['Comedia'],[],0.0,0.0,Carmen Sevilla
249. La noche en que una becaria encontró a Emiliano Revilla,https://www.filmaffinity.com/es/film854294.html,Sí,4.6,147.0,2016-01-01,"['Macarena Gómez', 'Alberto Jiménez', 'Beatriz Medina', 'Mauricio Bautista', 'Txema Blasco', 'Javier Antón', 'Jaime Palacios', 'Jesús Álvarez', 'María José Sáez']",['Luis María Ferrández'],"['Chester Media', 'Gold Tower Producciones', 'Producciones Embrujadas']",[],"['Drama', 'ETA', 'Años 80', 'Periodismo']",[],0.0,0.0,Macarena Gómez
Mi casa es tu casa,https://www.filmaffinity.com/es/film202705.html,Sí,4.6,152.0,2002-01-01,"['Jorge Bosch', 'Fanny Gautier', 'Chete Lera', 'Luis Marco', 'Rosana Pastor', 'Juan José Ballesta']",['Miguel Álvarez'],['Tesela P.C'],[],['Comedia'],['2002: Festival de Málaga: Nominada a la Biznaga de Oro'],0.0,0.0,Jorge Bosch
Órbita 9,https://www.filmaffinity.com/es/film980042.html,Sí,4.6,1601.0,2017-01-01,"['Álex González', 'Clara Lago', 'Belén Rueda', 'Andrés Parra', 'Kristina Lilley', 'John Alex Castillo']",['Hatem Khraiche'],"['Cactus Flower', 'Mono Films', 'Telefónica Studios', 'Dynamo Producciones']",[],"['Ciencia ficción', 'Romance', 'Thriller futurista']",[],0.0,0.0,Álex González
Brujas,https://www.filmaffinity.com/es/film314913.html,Sí,4.6,1864.0,1996-01-01,"['Penélope Cruz', 'Ana Álvarez', 'Beatriz Carvajal', 'Kiti Mánver', 'Álex Angulo', 'Neus Asensi', 'Roberto Cairo', 'Jorge de Juan']",['Álvaro Fernández Armero'],"['Canal+ España', 'Enrique Cerezo P.C.', 'RTVE']",['España'],"['Comedia', 'Drama', 'Comedia dramática']",[],0.0,0.0,Penélope Cruz
Zipi y Zape y el club de la canica,https://www.filmaffinity.com/es/film566316.html,Sí,4.6,3565.0,2013-01-01,"['Raúl Rivas', 'Daniel Cerezo', 'Javier Gutiérrez', 'Álex Angulo', 'Claudia Vega', 'Marcos Ruiz', 'Fran García', 'Javier Cifrián', 'Christian Mulas', 'Joseba Apaolaza', 'Santi Ugalde', 'Alberto López']",['Oskar Santos'],"['Zeta Cinema', 'Mod Producciones', 'Antena 3 Films', 'Kowalski Films']",[],"['Comedia', 'Aventuras', 'Infantil', 'Cómic', 'Cine familiar']",['2013: Premios Goya: 4 nominaciones'],0.0,0.0,Raúl Rivas
Al final del camino,https://www.filmaffinity.com/es/film342093.html,Sí,4.6,5810.0,2009-01-01,"['Fernando Tejero', 'Malena Alterio', 'Javier Gutiérrez', 'Diego Peretti', 'Javier Mora', 'Cristina Alcázar', 'Jorge Monje', 'Luis Callejo', 'Alberto Jo Lee', 'Ma-Anne Valmeo', 'Irene Escolar', 'Ana Milán']",['Roberto Santiago'],"['Lazonafilms', 'Antena 3 Films']",[],"['Comedia', 'Road Movie']",[],0.0,0.0,Fernando Tejero
