Title,URL,Procesado,Nota,Votos,Año,Reparto,Director,Compañias,Coproduccion,Generos,Premios
La isla interior,https://www.filmaffinity.com/es/film853082.html,Sí,6.3,1705.0,2009.0,"Geraldine Chaplin, Antonio de la Torre, Candela Peña, Alberto San Juan, Celso Bugallo, Cristina Marcos, Ángel Burgos, Paola Bontempi, Marta Rubio, Emy Cazorla, Vicente Ayala, Víctor Formoso, Petite Lorena",Félix Sabroso,"Ayaso y Sabroso, La Mirada Producciones, Little Giraffe S.L, Mecanismo Films, Oberón Cinematográfica",y,"Drama, Comedia dramática",2009: Festival Internacional de Valladolid - Seminci: Mejor actor: Alberto San Juan
Sicarivs: La noche y el silencio,https://www.filmaffinity.com/es/film793260.html,Sí,6.3,2192.0,2015.0,"Víctor Clavijo, Pedro Casablanc, Sebastián Haro, Carlos Olalla, Chete Lera, Alejandra Llorente, Mario Pardo, Roger Pera, Fernando Gil, Israel Elejalde, Nahia Laiz, María Cecilia Sánchez, Aníbal Soto",Javier Muñoz,"Bow & Arrow, Chester Media, Stop and Play Eur, Bisojo Media Producciones",&,"Thriller, Crimen, Neo-noir",
Girasoles silvestres,https://www.filmaffinity.com/es/film302860.html,Sí,6.3,3175.0,2022.0,"Anna Castillo, Oriol Pla, Quim Àvila Conde, Lluís Marqués, Carolina Yuste, Manolo Solo, Diana Gómez, Eva Díez, Montse Morillo, Diana Pla",Jaime Rosales,"Fredesval Films, A Contracorriente Films, TV3, Oberón Cinematográfica, Luxbox, RTVE, Movistar Plus+",España-Francia;Fredesval,"Drama, Familia, Maternidad","2022: Premios Goya: Nominada a Mejor actriz (Anna Castillo), 
2022: Premios Feroz: Nom. a Mejor actriz (Castillo), Actor sec. (Oriol Pla) y Cartel, 
2022: Festival de San Sebastián: Sección oficial a concurso, 
2022: Premios Gaudí: Nom. a Mejor actriz (Castillo) y Mejor actor (Oriol Pla), 2022: Premios Forqué. 1 nominación"
Los años bárbaros,https://www.filmaffinity.com/es/film277302.html,Sí,6.3,4800.0,1998.0,"Jordi Mollà, Ernesto Alterio, Hedy Burress, Allison Smith, Juan Echanove, Josep Maria Pou, Samuel Le Bihan, Pepón Nieto, Álex Angulo, Mónica Cano",Fernando Colomo,"Sogetel, Fernando Colomo P.C, Mainstream, Warner Sogefilms, Canal+ España, Canal+","España-Francia;Sogetel,Fernando","Drama, Comedia, Posguerra española, Años 40, Road Movie, Basado en hechos reales",1998: Premios Goya: 4 nominaciones incluyendo mejor guion adaptado
La soledad,https://www.filmaffinity.com/es/film545317.html,Sí,6.3,6566.0,2007.0,"Sonia Almarcha, Petra Martínez, Miriam Correa, Nuria Mencía, María Bazán, José Luis Torrijo, Jesús Cracio, Lluís Villanueva, Juan Margallo, Luis Bermejo, Adrián García, Eic García, Carmen Gutiérrez, Pep Sais, Adrián Marín, Natalia Mateo",Jaime Rosales,"Fredesval Films, Wanda Visión, In Vitro Films","Films,Wanda","Drama, Drama social, Familia, Cine experimental","2007: 3 Premios Goya: mejor película, director y actor revelación (José Luis Torrijo), 
2007: Premios Forqué: Nominada a Mejor película, 
2008: Göteborg Film Festival: mejor debut internacional (International Debut Award)"
El caso Almería,https://www.filmaffinity.com/es/film293206.html,Sí,6.3,1574.0,1984.0,"Agustín González, Fernando Guillén, Manuel Alexandre, Margarita Calahorra, Iñaki Miramón, Pedro Díez del Corral, Antonio Banderas, Juan Echanove",Pedro Costa,Multivideo S.A,S.A,"Thriller, Drama, Basado en hechos reales, ETA, Drama judicial / Abogados/as, Crimen",
Hermosa juventud,https://www.filmaffinity.com/es/film683660.html,Sí,6.3,4035.0,2014.0,"Ingrid García Jonsson, Carlos Rodríguez, Juanma Calderón, Inma Nieto, Fernando Barona, Patricia Mendy, Miguel Guardiola, Torbe",Jaime Rosales,"Fredesval Films, Wanda Visión, Les Productions Balthazar",España-Francia;Fredesval,"Drama, Crisis económica 2008, Drama social, Trabajo/empleo","2014: Festival de Cannes: Sección oficial (""Un Certain Regard""), 
2014: Premios Goya: Nominada a Mejor actriz revelación (Ingrid García Johnsson), 
2014: Premios Feroz: 3 nominaciones incl. Mejor película y actriz (García Johnsson), 
2014: Premios Gaudí: 5 nominaciones incl. Mejor película en lengua no catalana, 
2014: Premios Forqué: Nominada a Mejor actriz (Ingrid García Johnsson)"
María (y los demás),https://www.filmaffinity.com/es/film511318.html,Sí,6.3,4732.0,2016.0,"Bárbara Lennie, José Ángel Egido, Pablo Derqui, Vito Sanz, Alba Loureiro, Julián Villagrán, Rocío León, María Vázquez, Marina Skell, Alexandra Piñeiro, Miguel de Lira, Aixa Villagrán, Luisa Merelas, Ernesto Chao, Xulio Abonjo",Nely Reguera,"Frida Films, Avalon P.C","Films,Avalon","Drama, Comedia dramática","2016: Premios Goya: Nominada a Mejor dirección novel y Actriz (Lennie), 
2016: Premios Feroz: Mejor actriz (Bárbara Lennie), 
2016: Premios Forqué: Nominada a Mejor actriz (Bárbara Lennie), 
2017: Premios Fénix: Nominada a mejor actriz (Bárbara Lennie)"
Lucía y el sexo,https://www.filmaffinity.com/es/film481690.html,Sí,6.3,44578.0,2001.0,"Paz Vega, Tristán Ulloa, Najwa Nimri, Daniel Freire, Javier Cámara, Silvia Llanos, Elena Anaya, Diana Suárez, Juan Fernández, Arsenio León, Javier Coromina, María Álvarez, Charo Zapardiel",Julio Medem,"Sogecine, Alicia Produce, Sogepaq, RTVE, Studiocanal, Canal+ España","Produce,Sogepaq,RTVE,Studiocanal,Canal+","Romance, Drama, Erótico, Drama romántico","2001: 2 Premios Goya: Mejor actriz revelación (Vega) y música original. 11 nom., 2002: Premios Satellite Awards. 1 nominación"
El amor brujo,https://www.filmaffinity.com/es/film703999.html,Sí,6.3,168.0,1967.0,"Antonio Gades, La Polaca, Rafael de Córdoba, Morucha, Nuria Torray, José Manuel Martín, Fernando Sánchez Polack, Emilio Acosta, Chaqueta de Cádiz, Emilio de Diego, José El Rumbero",Francisco Rovira Beleta,"Exclusivas Floralva Producción, Films Rovira Beleta",Floralva,Drama,1967: Nominada al Oscar: Mejor película de habla no inglesa
La corona negra,https://www.filmaffinity.com/es/film676723.html,Sí,6.3,222.0,1951.0,"María Félix, Rossano Brazzi, Vittorio Gassman, José María Lado, Antonia Plana, Avelino Santana, Julia Caba Alba",Luis Saslavsky,Suevia Films,España-Francia;Suevia,"Drama, Intriga, Cine negro",
Los motivos de Berta,https://www.filmaffinity.com/es/film946993.html,Sí,6.3,299.0,1984.0,"Silvia Gracia, Arielle Dombasle, Iñaki Aierra, Rafael Díaz, Carmen Avila, Raúl Fraire, Juan Diego Botto",José Luis Guerín,Producciones Cinematográficas Guerín,Cinematográficas,"Drama, Vida rural",
El hombre que se quiso matar,https://www.filmaffinity.com/es/film698633.html,Sí,6.3,494.0,1942.0,"Antonio Casal, Rosita Yarza, Manuel Arbó, José Prada, Irene Mas, Xan das Bolas, Camino Garrigó, Alejandro Nolla, José Acuaviva",Rafael Gil,CIFESA,No se encontró información de coproducción,"Comedia, Comedia negra",
Réquiem por un campesino español,https://www.filmaffinity.com/es/film588819.html,Sí,6.3,580.0,1985.0,"Francisco Algora, Simón Andreu, Antonio Banderas, Eduardo Calvo, Teresa del Olmo, Fernando Fernán Gómez, Antonio Ferrandis, Ana Gracia, Emilio Gutiérrez Caba, Antonio Iranzo, José Antonio Labordeta, Balbino Lacosta, Chema Mazo",Francesc Betriú,"Nemo Films, Venus Produccion","Films,Venus",Drama,1985: Festival de Venecia: Nominada al León de Oro
Los Palomos,https://www.filmaffinity.com/es/film620014.html,Sí,6.3,818.0,1964.0,"José Luis López Vázquez, Gracita Morales, Mabel Karr, Fernando Rey, Julia Caba Alba, Manuel Alexandre, Antonio Almorós, Xan das Bolas",Fernando Fernán Gómez,Estela Films,Films,Comedia,
Tacones lejanos,https://www.filmaffinity.com/es/film862392.html,Sí,6.3,15497.0,1991.0,"Victoria Abril, Miguel Bosé, Marisa Paredes, Cristina Marcos, Féodor Atkine, Ana Lizarán, Bibiana Fernández, Miriam Díaz Aroca, Nacho Martínez, Pedro Díez del Corral, Mayrata O'Wisiedo, Paula Soldevila, Lupe Barrado",Pedro Almodóvar,"El Deseo, Ciby 2000, Canal+, TF1 Films Production",España-Francia;El,"Drama, Intriga, Melodrama, Familia","1991: Globos de Oro: Nominada a mejor película de habla no inglesa, 
1991: Premios Goya: 5 nominaciones, incluyendo actriz de reparto (Marcos), 
1992: Premios César: Mejor película extranjera"
Eva,https://www.filmaffinity.com/es/film381767.html,Sí,6.3,17654.0,2011.0,"Daniel Brühl, Claudia Vega, Marta Etura, Alberto Ammann, Lluís Homar, Anne Canovas, Sara Rosa Losilla, Manel Dueso",Kike Maíllo,"Escándalo Films, Ran Entertainment","Films,Ran","Ciencia ficción, Fantástico, Drama, Robots, Distopía","2011: Premios Goya: Mejor director novel, actor sec. (Homar) y efectos esp. 12 nom., 
2011: Festival de Sitges: Mejor efectos especiales, 
2011: 5 Premios Gaudí: incluyendo Mejor película. 16 nominaciones, 2012: Festival de Fantasporto. 1 premio. "
Verónica,https://www.filmaffinity.com/es/film716361.html,Sí,6.3,22458.0,2017.0,"Sandra Escacena, Bruna González, Claudia Placer, Iván Chavero, Ana Torrent, Consuelo Trujillo, Sonia Almarcha, Maru Valdivielso, Leticia Dolera, Ángela Fabián, Carla Campra, Samuel Romero",Paco Plaza,"Apaches Entertainment, RTVE","Entertainment,RTVE","Terror, Sobrenatural, Posesiones / Exorcismos, Fantasmas, Familia, Basado en hechos reales, Años 90","2017: Premios Goya: Mejor sonido. 7 nominaciones, 
2017: Premios Feroz: 6 nominaciones, incluyendo Mejor película dramática, 
2018: Premios Platino: Nominada a mejor sonido, 
, 
"
Los abrazos rotos,https://www.filmaffinity.com/es/film108145.html,Sí,6.3,26175.0,2009.0,"Penélope Cruz, Lluís Homar, Blanca Portillo, José Luis Gómez, Rubén Ochandiano, Tamar Novas, Ángela Molina, Chus Lampreave, Kiti Mánver, Lola Dueñas, Mariola Fuentes, Carmen Machi, Kira Miró",Pedro Almodóvar,El Deseo,Deseo,"Drama, Romance, Melodrama, Cine dentro del cine, Discapacidad, Discapacidad visual","2009: Premios Globos de Oro: Nominada a la mejor película de habla no inglesa, 
2009: Premios BAFTA: Nominada a la mejor película de habla no inglesa, 
2009: Festival de Cannes: Nominada a la Palma de Oro (sección oficial), 
2009: Premios del cine europeo: Mejor banda sonora. 4 nominaciones, 
2009: Premios Goya: Mejor música original. 5 nominaciones, 
2009: Círculo de Críticos de Nueva York: Nominada a mejor película extranjera"
Seve,https://www.filmaffinity.com/es/film611447.html,Sí,6.3,240.0,2014.0,"José Luis Gutiérrez, José Navar, Maria Molins, Alvar Gordejuela, Adrián Salzedo, Quim Àvila Conde, Nil Cardoner, Manuel Menárguez, Luis Carlos de la Lombana",John-Paul Davidson,"Renaissance Films, FishCorb Films",España-Reino,"Drama, Deporte, Biográfico, Golf",
Hay un camino a la derecha,https://www.filmaffinity.com/es/film687548.html,Sí,6.3,465.0,1953.0,"Francisco Rabal, Julia Martínez, Manolo García, Antonio Bofarull, Isabel de Castro, Carlos Otero",Francisco Rovira Beleta,Titán Films,Films,"Cine negro, Drama, Crimen",1953: Festival de San Sebastián: Mejor actor (Francisco Rabal) y mejor actriz (Julita Martínez)
Ilusión,https://www.filmaffinity.com/es/film243477.html,Sí,6.3,593.0,2013.0,"Daniel Castro, Bárbara Santa-Cruz, David Trueba, César Sánchez, Víctor García León, Félix Viscarret, Miguel Rellán",Daniel Castro,Producciones Cinematográficas Tormenta,Cinematográficas,"Comedia, Cine dentro del cine, Crisis económica 2008",2013: Premios Feroz: Premio Especial
Luna de lobos,https://www.filmaffinity.com/es/film843419.html,Sí,6.3,613.0,1987.0,"Santiago Ramos, Antonio Resines, Álvaro de Luna, Kiti Mánver, Fernando Vivanco",Julio Sánchez Valdés,"Brezal P. C, Julio Sánchez Valdés P.C",P.,"Drama, Guerra Civil Española, Posguerra española, Años 30, Años 40",
La niña de luto,https://www.filmaffinity.com/es/film860463.html,Sí,6.3,672.0,1964.0,"María José Alfonso, Alfredo Landa, Pilar Gómez Ferrer, Vicente Llosa, José Vicente Cerrudo, Carmen Santonja",Manuel Summers,"Impala, Eco Films",Films,"Drama, Comedia, Vida rural, Religión",1964: Festival de Cannes: Nominada a la Palma de Oro
Padre nuestro,https://www.filmaffinity.com/es/film595424.html,Sí,6.3,704.0,1985.0,"Francisco Rabal, Fernando Rey, Victoria Abril, Emma Penella, Rafaela Aparicio, José Vivó, Amelia de la Torre, Lina Canalejas, Luis Barbero",Francisco Regueiro,Classic Films Producción,Films,"Drama, Familia",1985: Festival de Montreal: Mejor película
Lisboa,https://www.filmaffinity.com/es/film694406.html,Sí,6.3,1494.0,1999.0,"Carmen Maura, Sergi López, Federico Luppi, Laia Marull, Antonio Birabent, Saturnino García, Miguel Palenzuela",Antonio Hernández,"Blue Legend Productions S.L, Sinfonía Otoñal, Alta Films",España-Argentina;Blue,Thriller,"1999: Premios Goya: Nominada a mejor actriz (Carmen Maura), 
1999: Festival de Málaga: Mejor actor (Sergi López)"
You're the One (Una historia de entonces),https://www.filmaffinity.com/es/film933795.html,Sí,6.3,4233.0,2000.0,"Lydia Bosch, Julia Gutiérrez Caba, Juan Diego, Ana Fernández, Iñaki Miramón, Manuel Lozano, Fernando Guillén, Carlos Hipólito, Marisa de Leza, Jesús Puente",José Luis Garci,"Nickel Odeon, Enrique Cerezo P.C., PC 29, RTVE, Canal+ España","Odeon,Enrique","Drama, Años 40, Melodrama","2000: 5 Premios Goyas: inc. mejor actriz de reparto (Gutiérrez Caba) y fotografía, 
2000: Premios Forqué: Nominada a Mejor película, 
2001: Festival de Berlín: Oso de Plata - Logro individual sobresaliente (Pérez Cubero) , 
2001: Premios del Cine Europeo: Nominada a mejor director"
La niña de tus ojos,https://www.filmaffinity.com/es/film363846.html,Sí,6.3,17534.0,1998.0,"Penélope Cruz, Antonio Resines, Jorge Sanz, Rosa María Sardà, Santiago Segura, Neus Asensi, Loles León, Jesús Bonilla, Mirosláv Táborský, Karel Dobrý, Johannes Silberschneider, Juan Luis Galiardo, María Barranco, Götz Otto, Karel Dobrý, Hanna Schygulla",Fernando Trueba,"Cartel, Lolafilms",No se encontró información de coproducción,"Drama, Comedia, Cine dentro del cine, Nazismo, Comedia dramática, Años 30","1999: Premios del Cine Europeo: Nominada a Mejor actriz (Penélope Cruz), 
1999: Festival de Berlín: Sección oficial de largometrajes, 
1998: 7 Goyas, incluyendo mejor película y mejor actriz (Cruz). 18 nominaciones, 
1998: Premios Forqué: Nominada a Mejor película"
El desconocido,https://www.filmaffinity.com/es/film524487.html,Sí,6.3,24279.0,2015.0,"Luis Tosar, Javier Gutiérrez, Goya Toledo, Elvira Mínguez, Fernando Cayo, Paula del Río, Marco Sanz, Luis Zahera, Ricardo de Barreiro, María Mera, Mateo González, Antonio Mourelos, Xosé Barato",Dani de la Torre,"Atresmedia Cine, La Ferme! Productions, Televisión de Galicia (TVG), Vaca Films","Cine,La","Thriller, Acción, Thriller psicológico","2015: 2 Premios Goya: Mejor montaje y mejor sonido. 8 nominaciones, 
2015: Premios Feroz: 6 Nom., incluyendo mejor película drama, director y actor, 
2015: Premios Forqué: Nominada a Mejor actor (Luis Tosar), 
2016: Premios Platino: Nominada a mejor ópera prima, montaje y sonido, 
"
Érase una vez...,https://www.filmaffinity.com/es/film144429.html,Sí,6.2,140.0,1950.0,No se encontró información de reparto,Alexandre Cirici Pellicer,Estela Films,Films,"Animación, Fantástico, Infantil, Cuentos",
El beso de Judas,https://www.filmaffinity.com/es/film824441.html,Sí,6.2,252.0,1954.0,"Rafael Rivelles, Francisco Rabal, Gerard Tichy, Gabriel Alcover, Fernando Sancho, José Nieto, Manuel Monroy, Félix Dafauce, Francisco Arenzana, José Villasante, Arturo Fernández, Pedro Anzola, Luis Hurtado",Rafael Gil,Aspa Producciones Cinematográficas S.A,Producciones,"Drama, Histórico, Biblia",
Los días del pasado,https://www.filmaffinity.com/es/film430854.html,Sí,6.2,786.0,1977.0,"Pepa Flores ""Marisol"", Antonio Gades, Gustavo Bergés, Antonio Iranzo, Manuel Alexandre, Mario Pardo, José Yepes, Fernando Sánchez Polack",Mario Camus,Impala,No se encontró información de coproducción,"Drama, Guerra Civil Española, Posguerra española","1978: Festival de Karlovy Vary: Mejor actriz (Pepa Flores), 
, 
"
Yo,https://www.filmaffinity.com/es/film850110.html,Sí,6.2,1038.0,2007.0,"Àlex Brendemühl, Margalida Grimalt, Rafel Ramis, Aina de Cos, Heinz Hoenig, Maria Lanau, Manuel Barceló, Carme Feliú",Rafa Cortés,"Fausto Producciones, La Perifèrica Produccions, Escándalo Films","Producciones,La",Drama,"2007: Festival de Málaga: Nominada a la Biznaga de Oro: Mención especial, 
2007: Festival de Rotterdam: Premio FIPRESCI, 
2008: BAFICI: Selección oficial largometrajes a concurso"
La adopción,https://www.filmaffinity.com/es/film339458.html,Sí,6.2,1371.0,2015.0,"Nora Navas, Francesc Garrido, Larisa Kalpokaité, Sarunas Puidokas, Jurij Scuckij, Jordi Banacolocha",Daniela Féjerman,"Tornasol Films, Messidor Films, Lietuvos Kinostudija, Mistery Producciones AIE, RTVE",España-Lituania;Tornasol,"Drama, Adopción","2015: Festival Internacional de Valladolid - Seminci: Sección oficial, 
2015: Premios Feroz: Nominada mejor actriz (Nora Navas), 
2015: Premios Forqué: Nominada a mejor actriz (Nora Navas), 
2015: Premios Gaudí: 4 nominaciones incluyendo mejor película, 
"
Cenizas del cielo,https://www.filmaffinity.com/es/film297934.html,Sí,6.2,1681.0,2008.0,"Celso Bugallo, Gary Piquer, Clara Segura, Beatriz Rico, Fran Sariego, Txema Blasco, Eduardo Antuña, Adriano Prieto, Nicolás Fernández Luna, Raquel Hevia, Carlos Kaniowsky",José Antonio Quirós,"Bausan Films, El Nacedón Films","Films,El",Drama,2008: Premios Goya: Nominada a Mejor guión original
"Kiki, el amor se hace",https://www.filmaffinity.com/es/film774703.html,Sí,6.2,27062.0,2016.0,"Paco León, Ana Katz, Belén Cuesta, Natalia de Molina, Álex García, Candela Peña, Luis Callejo, Luis Bermejo, Mari Paz Sayago, Alexandra Jiménez, David Mora, Maite Sandoval, Blanca Apilánez",Paco León,"Vértigo Films, Telecinco Cinema","Films,Telecinco","Comedia, Comedia romántica, Sexualidad y pornografía, Historias cruzadas, Remake","2016: Premios Goya: 4 nominaciones incluyendo mejor guión y actriz sec. (Peña) , 
2016: 2 Premios Feroz: Mejor comedia y tráiler, 
, 
"
El filandón,https://www.filmaffinity.com/es/film239806.html,Sí,6.2,281.0,1985.0,"Magín Mayo, Julio Llamazares, José María Merino, Luis Mateo Díez, Pedro Trapiello, Antonio Pereira, Félix Canal, Carolina Sarmiento, Roberto Merino, Mercedes Calvete, Emma Sarmiento, José Sobrín",José María Martín Sarmiento,Albos R.C,R.C,"Fantástico, Terror, Comedia, Drama, Comedia negra, Vida rural, Película de episodios",
Fulano y Mengano,https://www.filmaffinity.com/es/film312607.html,Sí,6.2,330.0,1959.0,"José Isbert, Julia Martínez, Juanjo Menéndez, Emilio Santiago, Antonio García Quijada, Manuel Arbó, Rafael Bardem, Xan das Bolas, Fernando Delgado, Emilio Rodríguez, Manuel Alexandre, Antonio Burgos",Joaquín Luis Romero Marchent,Uninci,No se encontró información de coproducción,"Comedia, Comedia dramática",
Young Sánchez,https://www.filmaffinity.com/es/film645743.html,Sí,6.2,564.0,1963.0,"Julián Mateos, Luis Romero, Carlos Otero, Sergio Doré, Consuelo de Nieva",Mario Camus,No se encontró información de compañías,No se encontró información de coproducción,"Drama, Deporte, Boxeo",
Las largas vacaciones del 36,https://www.filmaffinity.com/es/film178040.html,Sí,6.2,1121.0,1976.0,"José Sacristán, Concha Velasco, Francisco Rabal, Analía Gadé, Ismael Merlo, Ángela Molina, Vicente Parra, Charo Soriano, José Vivó, Karin Pascual, Alejo Oller, Javier Pérez Sala, Jorge Pueyo",Jaime Camino,José Frade P.C.,Frade,"Drama, Guerra Civil Española, Amistad","1976: Berlín: Premio FIPRESCI, Interfilm (Recomendación) y UNICRIT (Mención de honor)"
Nacidas para sufrir,https://www.filmaffinity.com/es/film734161.html,Sí,6.2,1732.0,2009.0,"Petra Martínez, Adriana Ozores, Malena Alterio, María Alfonsa Rosso, Mariola Fuentes, María Elena Flores, Marta Fernández-Muro, Sneha Mistri, Jorge Calvo, Antonio Gamero, Mari Franc Torres, Ricard Borrás, Empar Ferrer, Josele Román, Richard Collins-Moore",Miguel Albaladejo,"Tornasol Films, Castafiore Films, Alta Films","Films,Castafiore","Drama, Comedia, Comedia negra, Vejez / Madurez, Familia, Homosexualidad",
El diputado,https://www.filmaffinity.com/es/film183276.html,Sí,6.2,2225.0,1978.0,"José Sacristán, María Luisa San José, José Luis Alonso, Enrique Vivó, Agustín González, Queta Claver, Ángel Pardo, Juan Antonio Bardem",Eloy de la Iglesia,"Figaro Films, Producciones Cinematográficas UFESA","Films,Producciones","Drama, Homosexualidad, Política",
La corona partida,https://www.filmaffinity.com/es/film200883.html,Sí,6.2,2421.0,2016.0,"Rodolfo Sancho, Irene Escolar, Raúl Mérida, Eusebio Poncela, Ramon Madaula, Jordi Díaz, Fernando Guillén Cuervo, Jacobo Dicenta, Úrsula Corberó, José Coronado, Silvia Alonso, Pedro Mari Sánchez, Ramón Barea",Jordi Frades,"RTVE, Diagonal Televisión",Televisión,"Drama, Histórico, Siglo XVI",
Obra 67,https://www.filmaffinity.com/es/film631921.html,Sí,6.2,3488.0,2013.0,"Álvaro Pérez, Jacinto Bobo, Daniel Mantero, Antonio Dechent, Ricardo Mena, Ken Appledorn, Rocío Sepúlveda, Teresa Segura",David Sainz,Calle 13 Universal,13,"Thriller, Intriga, Comedia, Comedia negra, Robos & Atracos, Crimen",
Horas de luz,https://www.filmaffinity.com/es/film724565.html,Sí,6.2,3824.0,2004.0,"Alberto San Juan, Emma Suárez, José Ángel Egido, Vicente Romero, Andrés Lima, Ana Wagener, Aitor Merino, Daniel Núñez, Alicia Cifredo, Paco Marín, Jesús Noguero",Manuel Matji,Sogecine,No se encontró información de coproducción,"Drama, Romance, Drama carcelario, Basado en hechos reales","2004: Premios Goya: Nominada a mejor guión original y montaje, 2004: Festival de San Sebastián. 1 nominación"
Vivir dos veces,https://www.filmaffinity.com/es/film268500.html,Sí,6.2,5217.0,2019.0,"Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López, Aina Clotet, Isabel Requena, Antonio Valero, María Zamora, Hugo Balaguer, Valeria Schoneveld, Lucas Cavataio, Amparo Oltra, Mamen García",María Ripoll,"Alamar Cinena 161, Convoy Films, Crea SGR, Film Factory Entertainment, Generalitat Valenciana, Institut Valencià de Cultura, Netflix, Plural-Jempsa, RTVE, À Punt",Cinena,"Comedia, Drama, Road Movie, Vejez / Madurez, Alzheimer",2019: Premios Forqué: Nominada al Premio al Cine y Educación en valores
El secreto de Marrowbone,https://www.filmaffinity.com/es/film551842.html,Sí,6.2,16618.0,2017.0,"George MacKay, Mia Goth, Charlie Heaton, Anya Taylor-Joy, Matthew Stagg, Kyle Soller, Nicola Harrison, Tom Fisher",Sergio G. Sánchez,"Telecinco Cinema, Lions Gate International, J.A. Bayona, Belén Atienza, Sandra Hermida","Cinema,Lions","Terror, Thriller, Drama, Familia, Años 60, Vida rural (Norteamérica)","2017: Premios Goya: Nominada a Mejor director novel, 
2017: Festival de San Sebastián: Sección oficial (Fuera de concurso), 
"
Los girasoles ciegos,https://www.filmaffinity.com/es/film873143.html,Sí,6.2,19837.0,2008.0,"Maribel Verdú, Javier Cámara, Raúl Arévalo, Irene Escolar, Martiño Rivas, José Ángel Egido, Roger Príncep, Patrick Criado, Miguel de Lira, Fanny de Castro, Juan Antonio Quintana, David Janer, Santi Prego",José Luis Cuerda,"Sogecine, Produccions A Modiño, E.O.P.C, Producciones Labarouta",A,"Drama, Drama social, Guerra Civil Española, Posguerra española","2008: Premio Goya: Mejor guión adaptado. 15 nominaciones, 
2008: Premios Forqué: Nominada a Mejor película"
Sierra maldita,https://www.filmaffinity.com/es/film102370.html,Sí,6.2,164.0,1954.0,"Rubén Rojo, Lina Rosales, José Guardiola, José Sepúlveda, Manuel Zarzo, Miguel Gómez, José Latorre, Vicente Ávila",Antonio del Amo,Almasirio Producciones de Cinematografía,Producciones,"Drama, Vida rural",1954: Festival de San Sebastián: Concha de Oro (mejor película)
La ironía del dinero,https://www.filmaffinity.com/es/film543875.html,Sí,6.2,482.0,1957.0,"Antonio Vico, Irene Caba Alba, Fernando Fernán Gómez, Cécile Aubry, Guillermo Marín, Carmen de Lirio, Antonio Casal, Jacqueline Pierreux, Rafael Alonso, Alfonso Godá, Antonio Riquelme, José Capilla, Manuel Arbó",Edgar Neville,"Les Grands Films Français, Edgar Neville",España-Francia;Les,"Comedia, Película de episodios",
Ama,https://www.filmaffinity.com/es/film330539.html,Sí,6.2,829.0,2021.0,"Tamara Casellas, Leire Marin Vara, Estefanía de los Santos, Ana Turpin, Manuel de Blas, Pablo Gómez, Chema del Barco, Maria Gregorio, Vasileios Papatheocharis, Carmen Ibeas, Erin Gallego",Júlia De Paz Solvas,La Dalia Films,Dalia,"Drama, Maternidad, Drama social","2021: Premios Goya: Nominada a mejor guion adaptado, 
2021: Festival de Málaga: Mejor actriz (Tamara Casellas), Premio Feroz de la Crítica  , 
2021: Premios Feroz: Nominada a mejor actriz (Tamara Casellas)"
A puerta fría,https://www.filmaffinity.com/es/film210742.html,Sí,6.2,2562.0,2012.0,"Antonio Dechent, María Valverde, José Luis García Pérez, Héctor Colomé, Nick Nolte, José Ángel Egido, Sergio Caballero, Cesáreo Estébanez, Álex O'Dogherty",Xavi Puebla,Maestranza Films,Films,"Drama, Trabajo/empleo, Bolsa & Negocios",2012: Festival de Málaga: Premio de la crítica y Mejor actor (Antonio Dechent)
Éxtasis,https://www.filmaffinity.com/es/film803625.html,Sí,6.2,4616.0,1995.0,"Javier Bardem, Federico Luppi, Leire Berrocal, Daniel Guzmán, Sílvia Munt, Juan Diego Botto, Alfonso Lusson, Juan Díaz, Pep Cortés, Elia Muñoz",Mariano Barroso,Tornasol Films,Films,"Drama, Teatro",1996: Festival de Berlín: Sección oficial de largometrajes
La librería,https://www.filmaffinity.com/es/film114695.html,Sí,6.2,10955.0,2017.0,"Emily Mortimer, Patricia Clarkson, Bill Nighy, Honor Kneafsey, James Lance, Harvey Bennett, Michael Fitzgerald, Jorge Suquet, Hunter Tremayne, Frances Barber, Gary Piquer, Lucy Tillett, Nigel O'Neill, Toby Gibson, Charlotte Vega, Nick Devlin",Isabel Coixet,"Green Films, A Contracorriente Films, Diagonal Televisión, Zephyr Films, ONE TWO Films",España-Reino,"Drama, Años 50, Literatura","2017: 3 Premios Goya: Mejor película, dirección y guion adaptado. 12 nominaciones, 
2017: Premios Feroz: 3 nominaciones, incluyendo Mejor director, 
2017: 2 Premios Gaudí: Mejor dirección artística y mejor música original. 12 nom., 
2018: Festival de Berlín. Sección Oficial. Proyección Especial (Fuera de competición) , 
2018: Premios Fénix: Mejor vestuario, 
2018: Premios Platino: Nominada a mejor película, dirección, guion y música"
Salomé,https://www.filmaffinity.com/es/film515503.html,Sí,6.2,215.0,2002.0,"Aida Gómez, Carmen Villena, Javier Toca, Pere Arquillué, Paco Mora, Cecilia Rivera, Pilar Arteseros",Carlos Saura,Zebra Producciones,Producciones,"Musical, Teatro","2002: Premios Goya: Mejor canción original ""Sevillana para Carlos"", 
2002: Festival de Montreal: Mejor contribución artística"
